date,region,daily_ed_visits,departments_reporting
30-04-2020,Occitanie,3083,12
01-05-2020,Occitanie,2772,12
02-05-2020,Occitanie,3308,12
03-05-2020,Occitanie,2840,12
04-05-2020,Occitanie,3327,12
05-05-2020,Occitanie,3070,12
06-05-2020,Occitanie,3083,12
07-05-2020,Occitanie,3430,12
08-05-2020,Occitanie,3416,12
09-05-2020,Occitanie,3636,12
10-05-2020,Occitanie,2812,12
11-05-2020,Occitanie,3208,12
12-05-2020,Occitanie,3060,12
13-05-2020,Occitanie,3184,12
14-05-2020,Occitanie,3255,12
15-05-2020,Occitanie,3443,12
16-05-2020,Occitanie,3594,12
17-05-2020,Occitanie,3432,12
18-05-2020,Occitanie,3759,12
19-05-2020,Occitanie,3481,12
20-05-2020,Occitanie,3846,12
21-05-2020,Occitanie,3869,12
22-05-2020,Occitanie,4238,12
23-05-2020,Occitanie,4034,12
24-05-2020,Occitanie,3918,12
25-05-2020,Occitanie,4051,12
26-05-2020,Occitanie,3928,12
27-05-2020,Occitanie,3662,12
28-05-2020,Occitanie,4082,12
29-05-2020,Occitanie,4194,12
30-05-2020,Occitanie,4546,12
31-05-2020,Occitanie,4416,12
01-06-2020,Occitanie,4482,12
02-06-2020,Occitanie,4390,12
03-06-2020,Occitanie,4178,12
04-06-2020,Occitanie,3855,12
05-06-2020,Occitanie,3984,12
06-06-2020,Occitanie,4162,12
07-06-2020,Occitanie,3819,12
08-06-2020,Occitanie,4307,12
09-06-2020,Occitanie,3867,12
10-06-2020,Occitanie,3958,12
11-06-2020,Occitanie,4010,12
12-06-2020,Occitanie,4040,12
13-06-2020,Occitanie,4175,12
14-06-2020,Occitanie,4232,12
15-06-2020,Occitanie,4469,12
16-06-2020,Occitanie,4096,12
17-06-2020,Occitanie,4056,12
18-06-2020,Occitanie,4036,12
19-06-2020,Occitanie,4367,12
20-06-2020,Occitanie,4471,12
21-06-2020,Occitanie,4342,12
22-06-2020,Occitanie,4805,12
23-06-2020,Occitanie,4273,12
24-06-2020,Occitanie,4377,12
25-06-2020,Occitanie,4281,12
26-06-2020,Occitanie,4584,12
27-06-2020,Occitanie,4869,12
28-06-2020,Occitanie,4676,12
29-06-2020,Occitanie,5049,12
30-06-2020,Occitanie,4504,12
01-07-2020,Occitanie,4450,12
02-07-2020,Occitanie,4497,12
03-07-2020,Occitanie,4609,12
04-07-2020,Occitanie,4732,12
05-07-2020,Occitanie,4688,12
06-07-2020,Occitanie,5048,12
07-07-2020,Occitanie,4629,12
08-07-2020,Occitanie,4759,12
09-07-2020,Occitanie,4786,12
10-07-2020,Occitanie,4778,12
11-07-2020,Occitanie,5103,12
12-07-2020,Occitanie,4983,12
13-07-2020,Occitanie,5684,12
14-07-2020,Occitanie,4807,12
15-07-2020,Occitanie,5337,12
16-07-2020,Occitanie,4800,12
17-07-2020,Occitanie,4936,12
18-07-2020,Occitanie,4981,12
19-07-2020,Occitanie,4873,12
20-07-2020,Occitanie,5300,12
21-07-2020,Occitanie,4911,12
22-07-2020,Occitanie,4752,12
23-07-2020,Occitanie,4828,12
24-07-2020,Occitanie,5146,12
25-07-2020,Occitanie,5250,12
26-07-2020,Occitanie,5117,12
27-07-2020,Occitanie,5431,12
28-07-2020,Occitanie,4944,12
29-07-2020,Occitanie,4949,12
30-07-2020,Occitanie,4868,12
31-07-2020,Occitanie,5330,12
01-08-2020,Occitanie,5236,12
02-08-2020,Occitanie,5278,12
03-08-2020,Occitanie,5444,12
04-08-2020,Occitanie,5167,12
05-08-2020,Occitanie,5118,12
06-08-2020,Occitanie,5130,12
07-08-2020,Occitanie,5256,12
08-08-2020,Occitanie,5318,12
09-08-2020,Occitanie,5307,12
10-08-2020,Occitanie,5888,12
11-08-2020,Occitanie,5430,12
12-08-2020,Occitanie,5411,12
13-08-2020,Occitanie,5532,12
14-08-2020,Occitanie,5606,12
15-08-2020,Occitanie,5373,12
16-08-2020,Occitanie,5301,12
17-08-2020,Occitanie,5664,12
18-08-2020,Occitanie,5156,12
19-08-2020,Occitanie,5239,12
20-08-2020,Occitanie,5272,12
21-08-2020,Occitanie,5484,12
22-08-2020,Occitanie,5370,12
23-08-2020,Occitanie,5036,12
24-08-2020,Occitanie,5440,12
25-08-2020,Occitanie,4861,12
26-08-2020,Occitanie,4972,12
27-08-2020,Occitanie,4846,12
28-08-2020,Occitanie,4861,12
29-08-2020,Occitanie,4586,12
30-08-2020,Occitanie,4432,12
31-08-2020,Occitanie,4706,12
01-09-2020,Occitanie,4260,12
02-09-2020,Occitanie,4448,12
03-09-2020,Occitanie,4492,12
04-09-2020,Occitanie,4613,12
05-09-2020,Occitanie,4948,12
06-09-2020,Occitanie,4761,12
07-09-2020,Occitanie,5048,12
08-09-2020,Occitanie,4608,12
09-09-2020,Occitanie,4766,12
10-09-2020,Occitanie,5082,12
11-09-2020,Occitanie,5063,12
12-09-2020,Occitanie,5306,12
13-09-2020,Occitanie,5049,12
14-09-2020,Occitanie,5524,12
15-09-2020,Occitanie,5064,12
16-09-2020,Occitanie,4824,12
17-09-2020,Occitanie,5012,12
18-09-2020,Occitanie,4921,12
19-09-2020,Occitanie,4724,12
20-09-2020,Occitanie,4740,12
21-09-2020,Occitanie,5238,12
22-09-2020,Occitanie,4510,12
23-09-2020,Occitanie,4440,12
24-09-2020,Occitanie,4623,12
25-09-2020,Occitanie,4244,12
26-09-2020,Occitanie,4154,12
27-09-2020,Occitanie,4126,12
28-09-2020,Occitanie,4548,12
29-09-2020,Occitanie,4315,12
30-09-2020,Occitanie,4173,12
01-10-2020,Occitanie,4282,12
02-10-2020,Occitanie,4230,12
03-10-2020,Occitanie,4132,12
04-10-2020,Occitanie,3917,12
05-10-2020,Occitanie,4573,12
06-10-2020,Occitanie,4190,12
07-10-2020,Occitanie,4232,12
08-10-2020,Occitanie,4546,12
09-10-2020,Occitanie,4566,12
10-10-2020,Occitanie,4482,12
11-10-2020,Occitanie,4020,12
12-10-2020,Occitanie,4685,12
13-10-2020,Occitanie,4117,12
14-10-2020,Occitanie,4007,12
15-10-2020,Occitanie,4150,12
16-10-2020,Occitanie,4270,12
17-10-2020,Occitanie,4311,12
18-10-2020,Occitanie,3980,12
19-10-2020,Occitanie,4407,12
20-10-2020,Occitanie,3864,12
21-10-2020,Occitanie,3869,12
22-10-2020,Occitanie,4006,12
23-10-2020,Occitanie,4057,12
24-10-2020,Occitanie,4219,12
25-10-2020,Occitanie,3873,12
26-10-2020,Occitanie,3990,12
27-10-2020,Occitanie,3744,12
28-10-2020,Occitanie,3621,12
29-10-2020,Occitanie,3463,12
30-10-2020,Occitanie,3576,12
31-10-2020,Occitanie,3652,12
01-11-2020,Occitanie,3269,12
02-11-2020,Occitanie,3797,12
03-11-2020,Occitanie,3392,12
04-11-2020,Occitanie,3320,12
05-11-2020,Occitanie,3433,12
06-11-2020,Occitanie,3574,12
07-11-2020,Occitanie,3480,12
08-11-2020,Occitanie,3260,12
09-11-2020,Occitanie,3852,12
10-11-2020,Occitanie,3716,12
11-11-2020,Occitanie,3317,12
12-11-2020,Occitanie,3699,12
13-11-2020,Occitanie,3679,12
14-11-2020,Occitanie,3524,12
15-11-2020,Occitanie,3119,12
16-11-2020,Occitanie,3746,12
17-11-2020,Occitanie,3546,12
18-11-2020,Occitanie,3388,12
19-11-2020,Occitanie,3505,12
20-11-2020,Occitanie,3563,12
21-11-2020,Occitanie,3694,12
22-11-2020,Occitanie,3192,12
23-11-2020,Occitanie,3880,12
24-11-2020,Occitanie,3626,12
25-11-2020,Occitanie,3554,12
26-11-2020,Occitanie,3670,12
27-11-2020,Occitanie,3768,12
28-11-2020,Occitanie,3720,12
29-11-2020,Occitanie,3580,12
30-11-2020,Occitanie,3982,12
01-12-2020,Occitanie,3701,12
02-12-2020,Occitanie,3439,12
03-12-2020,Occitanie,3914,12
04-12-2020,Occitanie,3702,12
05-12-2020,Occitanie,3597,12
06-12-2020,Occitanie,3259,12
07-12-2020,Occitanie,3830,12
08-12-2020,Occitanie,3623,12
09-12-2020,Occitanie,3514,12
10-12-2020,Occitanie,3635,12
11-12-2020,Occitanie,3681,12
12-12-2020,Occitanie,3789,12
13-12-2020,Occitanie,3466,12
14-12-2020,Occitanie,4066,12
15-12-2020,Occitanie,3747,12
16-12-2020,Occitanie,3611,12
17-12-2020,Occitanie,3683,12
18-12-2020,Occitanie,3853,12
19-12-2020,Occitanie,3898,12
20-12-2020,Occitanie,3460,12
21-12-2020,Occitanie,3931,12
22-12-2020,Occitanie,3800,12
23-12-2020,Occitanie,3533,12
24-12-2020,Occitanie,3327,12
25-12-2020,Occitanie,3311,12
26-12-2020,Occitanie,4125,12
27-12-2020,Occitanie,3563,12
28-12-2020,Occitanie,3952,12
29-12-2020,Occitanie,3794,12
30-12-2020,Occitanie,3896,12
31-12-2020,Occitanie,3558,12
01-01-2021,Occitanie,3807,12
02-01-2021,Occitanie,4026,12
03-01-2021,Occitanie,3506,12
04-01-2021,Occitanie,3908,12
05-01-2021,Occitanie,3646,12
06-01-2021,Occitanie,3630,12
07-01-2021,Occitanie,3760,12
08-01-2021,Occitanie,3796,12
09-01-2021,Occitanie,3647,12
10-01-2021,Occitanie,3112,12
11-01-2021,Occitanie,4021,12
12-01-2021,Occitanie,3722,12
13-01-2021,Occitanie,3787,12
14-01-2021,Occitanie,3842,12
15-01-2021,Occitanie,3915,12
16-01-2021,Occitanie,4040,12
17-01-2021,Occitanie,3503,12
18-01-2021,Occitanie,4203,12
19-01-2021,Occitanie,3961,12
20-01-2021,Occitanie,3678,12
21-01-2021,Occitanie,3969,12
22-01-2021,Occitanie,3944,12
23-01-2021,Occitanie,3902,12
24-01-2021,Occitanie,3598,12
25-01-2021,Occitanie,4052,12
26-01-2021,Occitanie,3616,12
27-01-2021,Occitanie,3622,12
28-01-2021,Occitanie,3988,12
29-01-2021,Occitanie,3977,12
30-01-2021,Occitanie,3647,12
31-01-2021,Occitanie,3764,12
01-02-2021,Occitanie,4250,12
02-02-2021,Occitanie,3979,12
03-02-2021,Occitanie,3999,12
04-02-2021,Occitanie,4001,12
05-02-2021,Occitanie,4154,12
06-02-2021,Occitanie,3997,12
07-02-2021,Occitanie,3607,12
08-02-2021,Occitanie,4283,12
09-02-2021,Occitanie,4131,12
10-02-2021,Occitanie,3897,12
11-02-2021,Occitanie,3817,12
12-02-2021,Occitanie,3954,12
13-02-2021,Occitanie,3836,12
14-02-2021,Occitanie,3578,12
15-02-2021,Occitanie,4132,12
16-02-2021,Occitanie,3667,12
17-02-2021,Occitanie,3957,12
18-02-2021,Occitanie,3896,12
19-02-2021,Occitanie,4011,12
20-02-2021,Occitanie,4029,12
21-02-2021,Occitanie,3834,12
22-02-2021,Occitanie,4000,12
23-02-2021,Occitanie,3986,12
24-02-2021,Occitanie,4020,12
25-02-2021,Occitanie,4090,12
26-02-2021,Occitanie,4006,12
27-02-2021,Occitanie,4380,12
28-02-2021,Occitanie,3970,12
01-03-2021,Occitanie,4331,12
02-03-2021,Occitanie,3958,12
03-03-2021,Occitanie,3942,12
04-03-2021,Occitanie,4152,12
05-03-2021,Occitanie,4346,12
06-03-2021,Occitanie,4233,12
07-03-2021,Occitanie,3702,12
08-03-2021,Occitanie,4615,12
09-03-2021,Occitanie,4214,12
10-03-2021,Occitanie,4081,12
11-03-2021,Occitanie,4182,12
12-03-2021,Occitanie,4256,12
13-03-2021,Occitanie,4495,12
14-03-2021,Occitanie,4047,12
15-03-2021,Occitanie,4658,12
16-03-2021,Occitanie,4181,12
17-03-2021,Occitanie,4153,12
18-03-2021,Occitanie,4058,12
19-03-2021,Occitanie,4409,12
20-03-2021,Occitanie,4378,12
21-03-2021,Occitanie,4108,12
22-03-2021,Occitanie,4820,12
23-03-2021,Occitanie,4431,12
24-03-2021,Occitanie,4493,12
25-03-2021,Occitanie,4519,12
26-03-2021,Occitanie,4572,12
27-03-2021,Occitanie,4676,12
28-03-2021,Occitanie,4253,12
29-03-2021,Occitanie,5057,12
30-03-2021,Occitanie,4623,12
31-03-2021,Occitanie,4561,12
01-04-2021,Occitanie,4534,12
02-04-2021,Occitanie,4691,12
03-04-2021,Occitanie,4713,12
04-04-2021,Occitanie,4558,12
05-04-2021,Occitanie,4684,12
06-04-2021,Occitanie,4547,12
07-04-2021,Occitanie,4200,12
08-04-2021,Occitanie,4097,12
09-04-2021,Occitanie,4218,12
10-04-2021,Occitanie,4235,12
11-04-2021,Occitanie,3828,12
12-04-2021,Occitanie,4229,12
13-04-2021,Occitanie,3939,12
14-04-2021,Occitanie,4128,12
15-04-2021,Occitanie,4132,12
16-04-2021,Occitanie,4272,12
17-04-2021,Occitanie,4139,12
18-04-2021,Occitanie,4004,12
19-04-2021,Occitanie,4431,12
20-04-2021,Occitanie,4261,12
21-04-2021,Occitanie,4128,12
22-04-2021,Occitanie,4249,12
23-04-2021,Occitanie,4411,12
24-04-2021,Occitanie,4609,12
25-04-2021,Occitanie,4104,12
26-04-2021,Occitanie,4371,12
27-04-2021,Occitanie,4120,12
28-04-2021,Occitanie,3858,12
29-04-2021,Occitanie,4097,12
30-04-2021,Occitanie,4124,12
01-05-2021,Occitanie,3858,12
02-05-2021,Occitanie,3932,12
03-05-2021,Occitanie,4495,12
04-05-2021,Occitanie,4142,12
05-05-2021,Occitanie,4122,12
06-05-2021,Occitanie,4078,12
07-05-2021,Occitanie,4654,12
08-05-2021,Occitanie,4506,12
09-05-2021,Occitanie,4366,12
10-05-2021,Occitanie,4809,12
11-05-2021,Occitanie,4143,12
12-05-2021,Occitanie,4491,12
13-05-2021,Occitanie,4275,12
14-05-2021,Occitanie,4823,12
15-05-2021,Occitanie,4534,12
16-05-2021,Occitanie,4153,12
17-05-2021,Occitanie,4950,12
18-05-2021,Occitanie,4478,12
19-05-2021,Occitanie,4434,12
20-05-2021,Occitanie,4748,12
21-05-2021,Occitanie,4972,12
22-05-2021,Occitanie,4917,12
23-05-2021,Occitanie,4787,12
24-05-2021,Occitanie,4907,12
25-05-2021,Occitanie,5107,12
26-05-2021,Occitanie,4620,12
27-05-2021,Occitanie,4920,12
28-05-2021,Occitanie,5035,12
29-05-2021,Occitanie,5147,12
30-05-2021,Occitanie,4916,12
31-05-2021,Occitanie,5539,12
01-06-2021,Occitanie,4856,12
02-06-2021,Occitanie,4889,12
03-06-2021,Occitanie,4997,12
04-06-2021,Occitanie,4888,12
05-06-2021,Occitanie,4919,12
06-06-2021,Occitanie,4984,12
07-06-2021,Occitanie,5519,12
08-06-2021,Occitanie,5117,12
09-06-2021,Occitanie,4728,12
10-06-2021,Occitanie,5113,12
11-06-2021,Occitanie,5068,12
12-06-2021,Occitanie,5217,12
13-06-2021,Occitanie,5136,12
14-06-2021,Occitanie,5709,12
15-06-2021,Occitanie,5063,12
16-06-2021,Occitanie,5207,12
17-06-2021,Occitanie,5352,12
18-06-2021,Occitanie,5360,12
19-06-2021,Occitanie,5547,12
20-06-2021,Occitanie,5258,12
21-06-2021,Occitanie,5640,12
22-06-2021,Occitanie,5172,12
23-06-2021,Occitanie,4817,12
24-06-2021,Occitanie,5103,12
25-06-2021,Occitanie,5026,12
26-06-2021,Occitanie,5372,12
27-06-2021,Occitanie,5306,12
28-06-2021,Occitanie,5506,12
29-06-2021,Occitanie,4993,12
30-06-2021,Occitanie,5039,12
01-07-2021,Occitanie,4830,12
02-07-2021,Occitanie,5124,12
03-07-2021,Occitanie,5432,12
04-07-2021,Occitanie,5209,12
05-07-2021,Occitanie,5562,12
06-07-2021,Occitanie,4992,12
07-07-2021,Occitanie,5063,12
08-07-2021,Occitanie,5073,12
09-07-2021,Occitanie,5252,12
10-07-2021,Occitanie,5398,12
11-07-2021,Occitanie,5217,12
12-07-2021,Occitanie,5980,12
13-07-2021,Occitanie,5283,12
14-07-2021,Occitanie,5063,12
15-07-2021,Occitanie,5735,12
16-07-2021,Occitanie,5677,12
17-07-2021,Occitanie,5790,12
18-07-2021,Occitanie,5513,12
19-07-2021,Occitanie,6088,12
20-07-2021,Occitanie,5618,12
21-07-2021,Occitanie,5644,12
22-07-2021,Occitanie,5567,12
23-07-2021,Occitanie,5742,12
24-07-2021,Occitanie,5972,12
25-07-2021,Occitanie,6061,12
26-07-2021,Occitanie,6315,12
27-07-2021,Occitanie,5556,12
28-07-2021,Occitanie,5710,12
29-07-2021,Occitanie,5517,12
30-07-2021,Occitanie,5468,12
31-07-2021,Occitanie,5433,12
01-08-2021,Occitanie,5069,12
02-08-2021,Occitanie,5932,12
03-08-2021,Occitanie,5591,12
04-08-2021,Occitanie,5195,12
05-08-2021,Occitanie,5246,12
06-08-2021,Occitanie,5621,12
07-08-2021,Occitanie,5324,12
08-08-2021,Occitanie,5379,12
09-08-2021,Occitanie,5875,12
10-08-2021,Occitanie,5536,12
11-08-2021,Occitanie,5479,12
12-08-2021,Occitanie,5742,12
13-08-2021,Occitanie,5678,12
14-08-2021,Occitanie,5828,12
15-08-2021,Occitanie,5790,12
16-08-2021,Occitanie,6150,12
17-08-2021,Occitanie,5734,12
18-08-2021,Occitanie,5695,12
19-08-2021,Occitanie,5408,12
20-08-2021,Occitanie,5596,12
21-08-2021,Occitanie,5446,12
22-08-2021,Occitanie,5321,12
23-08-2021,Occitanie,5670,12
24-08-2021,Occitanie,5017,12
25-08-2021,Occitanie,5058,12
26-08-2021,Occitanie,4839,12
27-08-2021,Occitanie,5134,12
28-08-2021,Occitanie,4929,12
29-08-2021,Occitanie,4962,12
30-08-2021,Occitanie,5221,12
31-08-2021,Occitanie,4597,12
01-09-2021,Occitanie,4549,12
02-09-2021,Occitanie,4466,12
03-09-2021,Occitanie,4661,12
04-09-2021,Occitanie,4935,12
05-09-2021,Occitanie,4977,12
06-09-2021,Occitanie,5125,12
07-09-2021,Occitanie,4707,12
08-09-2021,Occitanie,4922,12
09-09-2021,Occitanie,5019,12
10-09-2021,Occitanie,5140,12
11-09-2021,Occitanie,5289,12
12-09-2021,Occitanie,5086,12
13-09-2021,Occitanie,5645,12
14-09-2021,Occitanie,4956,12
15-09-2021,Occitanie,4994,12
16-09-2021,Occitanie,4962,12
17-09-2021,Occitanie,5266,12
18-09-2021,Occitanie,5172,12
19-09-2021,Occitanie,4853,12
20-09-2021,Occitanie,5517,12
21-09-2021,Occitanie,4910,12
22-09-2021,Occitanie,4922,12
23-09-2021,Occitanie,5249,12
24-09-2021,Occitanie,5188,12
25-09-2021,Occitanie,5158,12
26-09-2021,Occitanie,5323,12
27-09-2021,Occitanie,5755,12
28-09-2021,Occitanie,5295,12
29-09-2021,Occitanie,5048,12
30-09-2021,Occitanie,5106,12
01-10-2021,Occitanie,5331,12
02-10-2021,Occitanie,5312,12
03-10-2021,Occitanie,5053,12
04-10-2021,Occitanie,5514,12
05-10-2021,Occitanie,4923,12
06-10-2021,Occitanie,5003,12
07-10-2021,Occitanie,5208,12
08-10-2021,Occitanie,5450,12
09-10-2021,Occitanie,5290,12
10-10-2021,Occitanie,5264,12
11-10-2021,Occitanie,5982,12
12-10-2021,Occitanie,5096,12
13-10-2021,Occitanie,4999,12
14-10-2021,Occitanie,5278,12
15-10-2021,Occitanie,5208,12
16-10-2021,Occitanie,5358,12
17-10-2021,Occitanie,5306,12
18-10-2021,Occitanie,6038,12
19-10-2021,Occitanie,5099,12
20-10-2021,Occitanie,5287,12
21-10-2021,Occitanie,5518,12
22-10-2021,Occitanie,5263,12
23-10-2021,Occitanie,5242,12
24-10-2021,Occitanie,4972,12
25-10-2021,Occitanie,5596,12
26-10-2021,Occitanie,5039,12
27-10-2021,Occitanie,4895,12
28-10-2021,Occitanie,4987,12
29-10-2021,Occitanie,4974,12
30-10-2021,Occitanie,5060,12
31-10-2021,Occitanie,5062,12
01-11-2021,Occitanie,5252,12
02-11-2021,Occitanie,5305,12
03-11-2021,Occitanie,4744,12
04-11-2021,Occitanie,4634,12
05-11-2021,Occitanie,4702,12
06-11-2021,Occitanie,4730,12
07-11-2021,Occitanie,4736,12
08-11-2021,Occitanie,5277,12
09-11-2021,Occitanie,4814,12
10-11-2021,Occitanie,4878,12
11-11-2021,Occitanie,4720,12
12-11-2021,Occitanie,5363,12
13-11-2021,Occitanie,5018,12
14-11-2021,Occitanie,4770,12
15-11-2021,Occitanie,5332,12
16-11-2021,Occitanie,4874,12
17-11-2021,Occitanie,4902,12
18-11-2021,Occitanie,4899,12
19-11-2021,Occitanie,5214,12
20-11-2021,Occitanie,5158,12
21-11-2021,Occitanie,5190,12
22-11-2021,Occitanie,5800,12
23-11-2021,Occitanie,5084,12
24-11-2021,Occitanie,4720,12
25-11-2021,Occitanie,5014,12
26-11-2021,Occitanie,5059,12
27-11-2021,Occitanie,5019,12
28-11-2021,Occitanie,4798,12
29-11-2021,Occitanie,5627,12
30-11-2021,Occitanie,5087,12
01-12-2021,Occitanie,4928,12
02-12-2021,Occitanie,5076,12
03-12-2021,Occitanie,5292,12
04-12-2021,Occitanie,5016,12
05-12-2021,Occitanie,5019,12
06-12-2021,Occitanie,5683,12
07-12-2021,Occitanie,5196,12
08-12-2021,Occitanie,5027,12
09-12-2021,Occitanie,5073,12
10-12-2021,Occitanie,4982,12
11-12-2021,Occitanie,5097,12
12-12-2021,Occitanie,4998,12
13-12-2021,Occitanie,5707,12
14-12-2021,Occitanie,5144,12
15-12-2021,Occitanie,4921,12
16-12-2021,Occitanie,5028,12
17-12-2021,Occitanie,5139,12
18-12-2021,Occitanie,5248,12
19-12-2021,Occitanie,5068,12
20-12-2021,Occitanie,5284,12
21-12-2021,Occitanie,4772,12
22-12-2021,Occitanie,4768,12
23-12-2021,Occitanie,4897,12
24-12-2021,Occitanie,4231,12
25-12-2021,Occitanie,4306,12
26-12-2021,Occitanie,4980,12
27-12-2021,Occitanie,5675,12
28-12-2021,Occitanie,5037,12
29-12-2021,Occitanie,5091,12
30-12-2021,Occitanie,5199,12
31-12-2021,Occitanie,4525,12
01-01-2022,Occitanie,4675,12
02-01-2022,Occitanie,4494,12
03-01-2022,Occitanie,5023,12
04-01-2022,Occitanie,4644,12
05-01-2022,Occitanie,4248,12
06-01-2022,Occitanie,4384,12
07-01-2022,Occitanie,4457,12
08-01-2022,Occitanie,4431,12
09-01-2022,Occitanie,4238,12
10-01-2022,Occitanie,4706,12
11-01-2022,Occitanie,4464,12
12-01-2022,Occitanie,4243,12
13-01-2022,Occitanie,4205,12
14-01-2022,Occitanie,4448,12
15-01-2022,Occitanie,4644,12
16-01-2022,Occitanie,4444,12
17-01-2022,Occitanie,5216,12
18-01-2022,Occitanie,4611,12
19-01-2022,Occitanie,4463,12
20-01-2022,Occitanie,4456,12
21-01-2022,Occitanie,4658,12
22-01-2022,Occitanie,4607,12
23-01-2022,Occitanie,4574,12
24-01-2022,Occitanie,5099,12
25-01-2022,Occitanie,4702,12
26-01-2022,Occitanie,4420,12
27-01-2022,Occitanie,4695,12
28-01-2022,Occitanie,4707,12
29-01-2022,Occitanie,4828,12
30-01-2022,Occitanie,4576,12
31-01-2022,Occitanie,5194,12
01-02-2022,Occitanie,4571,12
02-02-2022,Occitanie,4537,12
03-02-2022,Occitanie,4666,12
04-02-2022,Occitanie,4861,12
05-02-2022,Occitanie,4808,12
06-02-2022,Occitanie,4647,12
07-02-2022,Occitanie,5222,12
08-02-2022,Occitanie,4722,12
09-02-2022,Occitanie,4764,12
10-02-2022,Occitanie,4883,12
11-02-2022,Occitanie,4945,12
12-02-2022,Occitanie,4836,12
13-02-2022,Occitanie,4701,12
14-02-2022,Occitanie,5142,12
15-02-2022,Occitanie,4783,12
16-02-2022,Occitanie,4708,12
17-02-2022,Occitanie,4998,12
18-02-2022,Occitanie,5036,12
19-02-2022,Occitanie,4839,12
20-02-2022,Occitanie,4727,12
21-02-2022,Occitanie,5130,12
22-02-2022,Occitanie,4515,12
23-02-2022,Occitanie,4677,12
24-02-2022,Occitanie,4642,12
25-02-2022,Occitanie,4696,12
26-02-2022,Occitanie,4731,12
27-02-2022,Occitanie,4535,12
28-02-2022,Occitanie,5215,12
01-03-2022,Occitanie,4412,12
02-03-2022,Occitanie,4330,12
03-03-2022,Occitanie,4486,12
04-03-2022,Occitanie,4612,12
05-03-2022,Occitanie,4530,12
06-03-2022,Occitanie,4607,12
07-03-2022,Occitanie,5227,12
08-03-2022,Occitanie,4511,12
09-03-2022,Occitanie,4704,12
10-03-2022,Occitanie,4796,12
11-03-2022,Occitanie,4833,12
12-03-2022,Occitanie,4620,12
13-03-2022,Occitanie,4350,12
14-03-2022,Occitanie,5206,12
15-03-2022,Occitanie,4997,12
16-03-2022,Occitanie,4880,12
17-03-2022,Occitanie,5103,12
18-03-2022,Occitanie,5064,12
19-03-2022,Occitanie,4987,12
20-03-2022,Occitanie,4804,12
21-03-2022,Occitanie,5608,12
22-03-2022,Occitanie,5031,12
23-03-2022,Occitanie,5080,12
24-03-2022,Occitanie,5156,12
25-03-2022,Occitanie,5154,12
26-03-2022,Occitanie,5222,12
27-03-2022,Occitanie,5175,12
28-03-2022,Occitanie,6057,12
29-03-2022,Occitanie,5147,12
30-03-2022,Occitanie,4990,12
31-03-2022,Occitanie,5008,12
01-04-2022,Occitanie,5062,12
02-04-2022,Occitanie,4764,12
03-04-2022,Occitanie,4812,12
04-04-2022,Occitanie,5663,12
05-04-2022,Occitanie,5106,12
06-04-2022,Occitanie,5141,12
07-04-2022,Occitanie,5346,12
08-04-2022,Occitanie,5421,12
09-04-2022,Occitanie,5167,12
10-04-2022,Occitanie,5145,12
11-04-2022,Occitanie,5937,12
12-04-2022,Occitanie,5196,12
13-04-2022,Occitanie,5095,12
14-04-2022,Occitanie,5241,12
15-04-2022,Occitanie,5506,12
16-04-2022,Occitanie,5563,12
17-04-2022,Occitanie,5250,12
18-04-2022,Occitanie,5763,12
19-04-2022,Occitanie,5943,12
20-04-2022,Occitanie,4966,12
21-04-2022,Occitanie,4929,12
22-04-2022,Occitanie,5235,12
23-04-2022,Occitanie,4728,12
24-04-2022,Occitanie,4526,12
25-04-2022,Occitanie,5290,12
26-04-2022,Occitanie,4901,12
27-04-2022,Occitanie,4724,12
28-04-2022,Occitanie,4686,12
29-04-2022,Occitanie,4817,12
30-04-2022,Occitanie,4766,12
01-05-2022,Occitanie,4522,12
02-05-2022,Occitanie,5021,12
03-05-2022,Occitanie,4662,12
04-05-2022,Occitanie,4528,12
05-05-2022,Occitanie,4491,12
06-05-2022,Occitanie,4634,12
07-05-2022,Occitanie,4843,12
08-05-2022,Occitanie,4968,12
09-05-2022,Occitanie,5317,12
10-05-2022,Occitanie,4902,12
11-05-2022,Occitanie,4918,12
12-05-2022,Occitanie,4920,12
13-05-2022,Occitanie,5210,12
14-05-2022,Occitanie,5372,12
15-05-2022,Occitanie,5339,12
16-05-2022,Occitanie,5792,12
17-05-2022,Occitanie,5139,12
18-05-2022,Occitanie,4965,12
19-05-2022,Occitanie,5182,12
20-05-2022,Occitanie,5177,12
21-05-2022,Occitanie,5345,12
22-05-2022,Occitanie,5110,12
23-05-2022,Occitanie,6025,12
24-05-2022,Occitanie,5044,12
25-05-2022,Occitanie,5185,12
26-05-2022,Occitanie,4900,12
27-05-2022,Occitanie,5585,12
28-05-2022,Occitanie,5085,12
29-05-2022,Occitanie,4931,12
30-05-2022,Occitanie,5760,12
31-05-2022,Occitanie,5006,12
01-06-2022,Occitanie,4993,12
02-06-2022,Occitanie,5209,12
03-06-2022,Occitanie,5218,12
04-06-2022,Occitanie,5369,12
05-06-2022,Occitanie,5411,12
06-06-2022,Occitanie,5567,12
07-06-2022,Occitanie,5783,12
08-06-2022,Occitanie,5169,12
09-06-2022,Occitanie,5064,12
10-06-2022,Occitanie,4997,12
11-06-2022,Occitanie,5004,12
12-06-2022,Occitanie,5196,12
13-06-2022,Occitanie,5656,12
14-06-2022,Occitanie,4868,12
